Linux 7.2.0-rc5-virtme (virtme-ng) 	08/02/26 	_x86_64_	(4 CPU)

06:07:14      %sio-10   %sio-60  %sio-300      %sio   %fio-10   %fio-60  %fio-300      %fio
06:10:09         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:10:14         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:10:19         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:10:24         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:10:29         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:10:34         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.00
06:10:39         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:10:44         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:10:49         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:10:54         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:10:59         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:11:04         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:11:09         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:11:14         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:11:19         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:11:24         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:11:29         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:11:34         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:11:39         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:11:44         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:11:49         0.00      0.00      0.00      0.05      0.00      0.00      0.00      0.01
06:11:54         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:11:59         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:12:04         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:12:09         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:12:14         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:12:19         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:12:24         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:12:29         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:12:34         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:12:39         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:12:44         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:12:49         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:12:54         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:12:59         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:13:04         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:13:09         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:13:14         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:13:19         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:13:24         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:13:29         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:13:34         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:13:39         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:13:44         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:13:49         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:13:54         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:13:59         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:14:04         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:14:09         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:14:14         0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.01
06:14:19         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:14:24         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:14:29         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:14:34         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:14:39         0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.01
06:14:44         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:14:49         0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.01
06:14:54         0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.01
06:14:59         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:15:04         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:15:09         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:15:14         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:15:19         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:15:24         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:15:29         0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.01
06:15:34         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:15:39         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:15:44         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:15:49         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:15:54         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:15:59         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:16:04         0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.01
06:16:09         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:16:14         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:16:19         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:16:24         0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.01
06:16:29         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:16:34         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:16:39         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:16:44         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:16:49         0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.01
06:16:54         0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.01
06:16:59         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:17:04         0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.01
06:17:09         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:17:14         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:17:19         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:17:24         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:17:29         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:17:34         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:17:39         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:17:44         0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.01
06:17:49         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:17:54         0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.01
06:17:59         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:18:04         0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.01
06:18:09         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:18:14         0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.01
06:18:19         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:18:24         0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.01
06:18:29         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:18:34         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:18:39         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:18:44         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:18:49         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:18:54         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:18:59         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:19:04         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:19:09         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:19:14         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:19:19         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:19:24         0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.01
06:19:29         0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.01
06:19:34         0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.01
06:19:39         0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.01
06:19:44         0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.02
06:19:49         0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.01
06:19:54         0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.01
06:19:59         0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.01
06:20:04         0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.01
06:20:09         0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.01
06:20:14         0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.01
06:20:19         0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.01
06:20:24         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:20:29         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:20:34         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:20:39         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:20:44         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:20:49         0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.01
06:20:54         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:20:59         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:21:04         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:21:09         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:21:14         0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.01
06:21:19         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:21:24         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:21:29         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:21:34         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:21:39         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:21:44         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:21:49         0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.01
06:21:54         0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.01
06:21:59         0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.01
06:22:04         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:22:09         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:22:14         0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.01
06:22:19         0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.01
06:22:24         0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.01
06:22:29         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:22:34         0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.01
06:22:39         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:22:44         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:22:49         0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.01
06:22:54         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:22:59         0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.01
06:23:04         0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.01
06:23:09         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:23:14         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:23:19         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:23:24         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:23:29         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:23:34         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:23:39         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:23:44         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:23:49         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:23:54         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:23:59         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:24:04         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:24:09         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:24:14         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:24:19        18.63      3.58      0.75     66.65     18.63      3.58      0.75     66.65
06:24:24        16.66      4.86      1.09      0.00     16.66      4.86      1.09      0.00
06:24:29        11.17      4.55      1.08      0.00     11.17      4.55      1.08      0.00
06:24:34         6.13      4.11      1.06      0.00      6.13      4.11      1.06      0.00
06:24:39         4.11      3.85      1.04      0.00      4.11      3.85      1.04      0.00
06:24:44         2.25      3.48      1.02      0.01      2.25      3.48      1.02      0.00
06:24:49         1.51      3.26      1.00      0.01      1.51      3.26      1.00      0.01
06:24:54         0.83      2.95      0.98      0.01      0.83      2.95      0.98      0.00
06:24:59         0.55      2.76      0.97      0.01      0.55      2.76      0.97      0.00
06:25:04         0.30      2.49      0.95      0.01      0.30      2.49      0.95      0.00
06:25:09         0.20      2.33      0.93      0.01      0.20      2.33      0.93      0.01
06:25:14         0.11      2.11      0.91      0.01      0.11      2.11      0.91      0.00
06:25:19         0.07      1.97      0.90      0.01      0.07      1.97      0.90      0.01
06:25:24         0.04      1.78      0.88      0.01      0.04      1.78      0.88      0.01
06:25:29         0.02      1.67      0.87      0.01      0.02      1.67      0.87      0.01
06:25:34         0.01      1.51      0.85      0.01      0.01      1.51      0.85      0.01
06:25:39         0.00      1.41      0.84      0.01      0.00      1.41      0.84      0.01
06:25:44         0.00      1.28      0.82      0.01      0.00      1.28      0.82      0.01
06:25:49         0.00      1.19      0.81      0.01      0.00      1.19      0.81      0.01
06:25:54         0.00      1.08      0.79      0.01      0.00      1.08      0.79      0.01
06:25:59         0.00      1.01      0.78      0.01      0.00      1.01      0.78      0.01
06:26:04         0.00      0.91      0.76      0.01      0.00      0.91      0.76      0.00
06:26:09         0.00      0.85      0.75      0.01      0.00      0.85      0.75      0.01
06:26:14         0.00      0.77      0.74      0.01      0.00      0.77      0.74      0.01
06:26:19         0.00      0.72      0.73      0.01      0.00      0.72      0.73      0.01
06:26:24         0.00      0.65      0.71      0.01      0.00      0.65      0.71      0.01
06:26:29         0.00      0.61      0.70      0.01      0.00      0.61      0.70      0.00
06:26:34         0.00      0.55      0.69      0.01      0.00      0.55      0.69      0.01
06:26:39         0.00      0.51      0.68      0.01      0.00      0.51      0.68      0.01
06:26:44         0.00      0.46      0.66      0.01      0.00      0.46      0.66      0.01
06:26:49         0.00      0.43      0.65      0.01      0.00      0.43      0.65      0.01
06:26:54         0.00      0.39      0.64      0.01      0.00      0.39      0.64      0.01
06:26:59         0.00      0.36      0.63      0.01      0.00      0.36      0.63      0.01
06:27:04         0.00      0.33      0.62      0.01      0.00      0.33      0.62      0.01
06:27:09         0.00      0.31      0.61      0.01      0.00      0.31      0.61      0.01
06:27:14         0.00      0.28      0.59      0.01      0.00      0.28      0.59      0.01
06:27:19         0.00      0.26      0.58      0.01      0.00      0.26      0.58      0.01
06:27:24         0.00      0.23      0.57      0.01      0.00      0.23      0.57      0.01
06:27:29         0.00      0.22      0.56      0.01      0.00      0.22      0.56      0.01
06:27:34         0.00      0.19      0.55      0.01      0.00      0.19      0.55      0.01
06:27:39         0.00      0.18      0.54      0.01      0.00      0.18      0.54      0.01
06:27:44         0.00      0.16      0.53      0.01      0.00      0.16      0.53      0.01
06:27:49         0.00      0.15      0.52      0.01      0.00      0.15      0.52      0.01
06:27:54         0.00      0.14      0.51      0.01      0.00      0.14      0.51      0.01
06:27:59         0.00      0.13      0.50      0.01      0.00      0.13      0.50      0.01
06:28:04         0.00      0.11      0.49      0.01      0.00      0.11      0.49      0.01
06:28:09         0.00      0.11      0.49      0.01      0.00      0.11      0.49      0.01
06:28:14         0.00      0.09      0.47      0.01      0.00      0.09      0.47      0.01
06:28:19         0.00      0.09      0.47      0.01      0.00      0.09      0.47      0.01
06:28:24         0.00      0.08      0.46      0.01      0.00      0.08      0.46      0.01
06:28:29         0.00      0.07      0.45      0.01      0.00      0.07      0.45      0.01
06:28:34         0.00      0.06      0.44      0.01      0.00      0.06      0.44      0.01
06:28:39         0.00      0.06      0.43      0.01      0.00      0.06      0.43      0.01
06:28:44         0.00      0.05      0.42      0.01      0.00      0.05      0.42      0.01
06:28:49         0.00      0.05      0.42      0.01      0.00      0.05      0.42      0.01
06:28:54         0.00      0.04      0.41      0.01      0.00      0.04      0.41      0.01
06:28:59         0.00      0.04      0.40      0.01      0.00      0.04      0.40      0.01
06:29:04         0.00      0.03      0.39      0.01      0.00      0.03      0.39      0.01
06:29:09         0.00      0.03      0.39      0.02      0.00      0.03      0.39      0.01
06:29:14         0.00      0.03      0.38      0.02      0.00      0.03      0.38      0.01
06:29:19         0.00      0.02      0.37      0.02      0.00      0.02      0.37      0.01
06:29:24         0.00      0.02      0.36      0.01      0.00      0.02      0.36      0.01
06:29:29         0.00      0.02      0.36      0.02      0.00      0.02      0.36      0.01
06:29:34         0.00      0.02      0.35      0.02      0.00      0.02      0.35      0.01
06:29:39         0.00      0.01      0.35      0.01      0.00      0.01      0.35      0.01
06:29:44         0.00      0.01      0.34      0.01      0.00      0.01      0.34      0.01
06:29:49         0.00      0.01      0.33      0.01      0.00      0.01      0.33      0.01
06:29:54         0.00      0.01      0.33      0.01      0.00      0.01      0.33      0.01
06:29:59         0.00      0.01      0.32      0.01      0.00      0.01      0.32      0.01
06:30:04         0.00      0.01      0.31      0.01      0.00      0.01      0.31      0.01
06:30:09         0.00      0.00      0.31      0.02      0.00      0.00      0.31      0.01
06:30:14         0.00      0.00      0.30      0.02      0.00      0.00      0.30      0.01
06:30:19         0.00      0.00      0.30      0.01      0.00      0.00      0.30      0.01
06:30:24         0.00      0.00      0.29      0.01      0.00      0.00      0.29      0.01
06:30:29         0.00      0.00      0.28      0.02      0.00      0.00      0.28      0.01
06:30:34         0.00      0.00      0.28      0.01      0.00      0.00      0.28      0.01
06:30:39         0.00      0.00      0.27      0.02      0.00      0.00      0.27      0.01
06:30:44         0.00      0.00      0.27      0.01      0.00      0.00      0.27      0.01
06:30:49         0.00      0.00      0.26      0.01      0.00      0.00      0.26      0.01
06:30:54         0.00      0.00      0.26      0.01      0.00      0.00      0.26      0.01
06:30:59         0.00      0.00      0.25      0.01      0.00      0.00      0.25      0.01
06:31:04         0.00      0.00      0.25      0.02      0.00      0.00      0.25      0.01
06:31:09         0.00      0.00      0.24      0.02      0.00      0.00      0.24      0.01
06:31:14         0.00      0.00      0.24      0.01      0.00      0.00      0.24      0.01
06:31:19         0.00      0.00      0.23      0.01      0.00      0.00      0.23      0.01
06:31:24         0.00      0.00      0.23      0.01      0.00      0.00      0.23      0.01
06:31:29         0.00      0.00      0.22      0.01      0.00      0.00      0.22      0.01
06:31:34         0.00      0.00      0.22      0.01      0.00      0.00      0.22      0.01
06:31:39         0.00      0.00      0.21      0.01      0.00      0.00      0.21      0.01
06:31:44         0.00      0.00      0.21      0.01      0.00      0.00      0.21      0.01
06:31:49         0.00      0.00      0.21      0.01      0.00      0.00      0.21      0.01
06:31:54         0.00      0.00      0.20      0.01      0.00      0.00      0.20      0.01
06:31:59         0.00      0.00      0.20      0.01      0.00      0.00      0.20      0.01
06:32:04         0.00      0.00      0.19      0.01      0.00      0.00      0.19      0.01
06:32:09         0.00      0.00      0.19      0.01      0.00      0.00      0.19      0.01
06:32:14         0.00      0.00      0.19      0.01      0.00      0.00      0.19      0.01
06:32:19         0.00      0.00      0.18      0.01      0.00      0.00      0.18      0.01
06:32:24         0.00      0.00      0.18      0.01      0.00      0.00      0.18      0.01
06:32:29         0.00      0.00      0.18      0.01      0.00      0.00      0.18      0.01
06:32:34         0.00      0.00      0.17      0.01      0.00      0.00      0.17      0.01
06:32:39         0.00      0.00      0.17      0.01      0.00      0.00      0.17      0.01
06:32:44         0.00      0.00      0.16      0.01      0.00      0.00      0.16      0.01
06:32:49         0.00      0.00      0.16      0.01      0.00      0.00      0.16      0.01
06:32:54         0.00      0.00      0.16      0.01      0.00      0.00      0.16      0.01
06:32:59         0.00      0.00      0.15      0.02      0.00      0.00      0.15      0.01
06:33:04         0.00      0.00      0.15      0.02      0.00      0.00      0.15      0.01
06:33:09         0.00      0.00      0.15      0.01      0.00      0.00      0.15      0.01
06:33:14         0.00      0.00      0.14      0.01      0.00      0.00      0.14      0.01
06:33:19         0.00      0.00      0.14      0.01      0.00      0.00      0.14      0.01
06:33:24         0.00      0.00      0.14      0.01      0.00      0.00      0.14      0.01
06:33:29         0.00      0.00      0.13      0.02      0.00      0.00      0.13      0.01
06:33:34         0.00      0.00      0.13      0.01      0.00      0.00      0.13      0.01
06:33:39         0.00      0.00      0.13      0.01      0.00      0.00      0.13      0.01
06:33:44         0.00      0.00      0.13      0.01      0.00      0.00      0.13      0.01
06:33:49         0.00      0.00      0.12      0.01      0.00      0.00      0.12      0.01
06:33:54         0.00      0.00      0.12      0.01      0.00      0.00      0.12      0.01
06:33:59         0.00      0.00      0.12      0.01      0.00      0.00      0.12      0.01
06:34:04         0.00      0.00      0.12      0.01      0.00      0.00      0.12      0.01
06:34:09         0.00      0.00      0.11      0.01      0.00      0.00      0.11      0.01
06:34:14         0.00      0.00      0.11      0.02      0.00      0.00      0.11      0.01
06:34:19         0.00      0.00      0.11      0.01      0.00      0.00      0.11      0.01
06:34:24         0.00      0.00      0.11      0.01      0.00      0.00      0.11      0.01
06:34:29         0.00      0.00      0.10      0.01      0.00      0.00      0.10      0.01
06:34:34         0.00      0.00      0.10      0.01      0.00      0.00      0.10      0.01
06:34:39         0.00      0.00      0.10      0.01      0.00      0.00      0.10      0.01
06:34:44         0.00      0.00      0.10      0.01      0.00      0.00      0.10      0.01
06:34:49         0.00      0.00      0.10      0.01      0.00      0.00      0.10      0.01
06:34:54         0.00      0.00      0.09      0.01      0.00      0.00      0.09      0.01
06:34:59         0.00      0.00      0.09      0.01      0.00      0.00      0.09      0.01
06:35:04         0.00      0.00      0.09      0.01      0.00      0.00      0.09      0.01
06:35:09         0.00      0.00      0.09      0.01      0.00      0.00      0.09      0.01
06:35:14         0.00      0.00      0.08      0.01      0.00      0.00      0.08      0.01
06:35:19         0.00      0.00      0.08      0.01      0.00      0.00      0.08      0.01
06:35:24         0.00      0.00      0.08      0.01      0.00      0.00      0.08      0.01
06:35:29         0.00      0.00      0.08      0.01      0.00      0.00      0.08      0.01
06:35:34         0.00      0.00      0.07      0.02      0.00      0.00      0.07      0.01
06:35:39         0.00      0.00      0.07      0.01      0.00      0.00      0.07      0.01
06:35:44         0.00      0.00      0.07      0.02      0.00      0.00      0.07      0.01
06:35:49         0.00      0.00      0.07      0.01      0.00      0.00      0.07      0.01
06:35:54         0.00      0.00      0.06      0.01      0.00      0.00      0.06      0.01
06:35:59         0.00      0.00      0.06      0.01      0.00      0.00      0.06      0.01
06:36:04         0.00      0.00      0.06      0.01      0.00      0.00      0.06      0.01
06:36:09         0.00      0.00      0.06      0.02      0.00      0.00      0.06      0.01
06:36:14         0.00      0.00      0.06      0.02      0.00      0.00      0.06      0.01
06:36:19         0.00      0.00      0.06      0.01      0.00      0.00      0.06      0.01
06:36:24         0.00      0.00      0.06      0.01      0.00      0.00      0.06      0.01
06:36:29         0.00      0.00      0.06      0.01      0.00      0.00      0.06      0.01
06:36:34         0.00      0.00      0.05      0.01      0.00      0.00      0.05      0.01
06:36:39         0.00      0.00      0.05      0.01      0.00      0.00      0.05      0.01
06:36:44         0.00      0.00      0.05      0.01      0.00      0.00      0.05      0.01
06:36:49         0.00      0.00      0.05      0.01      0.00      0.00      0.05      0.01
06:36:54         0.00      0.00      0.05      0.02      0.00      0.00      0.05      0.01
06:36:59         0.00      0.00      0.05      0.01      0.00      0.00      0.05      0.01
06:37:04         0.00      0.00      0.05      0.01      0.00      0.00      0.05      0.01
06:37:09         0.00      0.00      0.05      0.01      0.00      0.00      0.05      0.01
06:37:14         0.00      0.00      0.04      0.02      0.00      0.00      0.04      0.01
06:37:19         0.00      0.00      0.04      0.02      0.00      0.00      0.04      0.01
06:37:24         0.00      0.00      0.04      0.02      0.00      0.00      0.04      0.01
06:37:29         0.00      0.00      0.04      0.01      0.00      0.00      0.04      0.01
